0 1:0 2:1 3:0 4:1 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:-1 20:-1 21:0.00011111111111111112 22:1 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:1 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0.23058976593992853 67:0.6755619152133558 68:0.5680437247172305 69:0.5551562154760189 70:0.6074905220890633 71:0.6248849669021841 72:0.5791378802903603 73:0.5422547349520618 74:0.5565771388540416 75:0.66350504484664 76:0.6377354006043701 77:0.7132215690551108 78:0.5338735826534391 79:0.5628694685681452 80:1 81:0.5897022599795625 82:0.7874287009916359 83:0.7103189017304753 84:0.6377354006043701 85:0.6083489230023216 86:1 87:0.7016933768673761 88:0.5570436684137551 89:0.5083248615553172 90:0.5893858034481672 
0 1:1 2:0 3:0 4:0 5:1 6:0 7:0 8:0 9:1 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:0 18:-1 19:-1 20:0 21:0.00011107408641563923 22:1 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:1 67:0.673477566843542 68:0.5259198042175974 69:0.5188670182636345 70:0.6426187170700146 71:0.6951931432157806 72:0.763476425523682 73:0.6364693367112012 74:0.6364693367112012 75:1 76:0.758307625626456 77:1 78:0.5845314424772066 79:1 80:1 81:0.7465194633041466 82:0.7750264435663338 83:0.7103535170596841 84:0.7062256399538405 85:0.6588435426894343 86:1 87:0.7486572205755662 88:0.5596371286932226 89:1 90:1 
0 1:0 2:0 3:1 4:0 5:0 6:1 7:0 8:0 9:0 10:1 11:1 12:0 13:-1 14:-1 15:-1 16:-1 17:0 18:1 19:0 20:0 21:0.00010003000900270081 22:0 23:1 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:1 67:1 68:1 69:1 70:1 71:1 72:1 73:1 74:1 75:1 76:1 77:1 78:1 79:1 80:1 81:1 82:1 83:1 84:1 85:1 86:1 87:1 88:1 89:1 90:1 
0 1:0 2:0 3:1 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:0 18:1 19:0 20:0 21:0.00011111111111111112 22:0 23:1 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:1 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:0.5762336016390824 68:0.5061229086265145 69:0 70:0.6563774155260674 71:0.5080729429727653 72:0.7332963591813154 73:0.5 74:0.5800653881041513 75:0.6708251587782617 76:0.7440703640152792 77:0.6088965640031552 78:0.6136949805920936 79:0.5711003125832678 80:1 81:0.5309912748691271 82:0.7665741359586784 83:0.6287144201715433 84:0.7470705179172012 85:0.5591789068123963 86:1 87:0.7380607346989156 88:0.7407774212005223 89:0.7091758353614844 90:0.6160819249192172 
0 1:0 2:1 3:0 4:1 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:0 20:0 21:0.00011113580795732385 22:0 23:1 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:1 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0.555013148927839 67:1 68:0.560278652708901 69:1 70:0.5999428898116063 71:0.6198046403765924 72:0.634696640713779 73:0.6118534497417838 74:0.560278652708901 75:0.6238892619728474 76:0.5736621244112146 77:0.6485198323427129 78:0.6838403056151706 79:0.6082683899686642 80:0.6663060317588734 81:0.5999428898116063 82:0.7007524136181454 83:1 84:0.5736621244112146 85:0.5 86:1 87:0.6571450428617012 88:0.6474290801372165 89:0.6872548697602588 90:0.7483975113639912 
0 1:1 2:0 3:0 4:1 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:1 18:1 19:0 20:-1 21:0.00011113580795732385 22:0 23:1 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:1 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:1 64:0 65:0 66:0.16552921271687415 67:0.5103864223005199 68:0.5763785548030264 69:0.5711003125832678 70:0.5 71:0.5 72:0.5939517300936757 73:0.5729717728534833 74:0.5 75:0.5050424974372756 76:0.5515819430924429 77:0.728090750079668 78:0.5917806850848999 79:0.5 80:0.5 81:0.5876028204815266 82:0.5962846535468412 83:0.6061479218472771 84:0.5515819430924429 85:0.5515819430924429 86:0.6224964761253446 87:0.7177485733328628 88:0.5726707012896084 89:0.5980425737457671 90:0.6196664887721092 
0 1:1 2:0 3:0 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:0 20:0 21:0.00010005002501250626 22:0 23:1 24:0 25:0 26:0 27:1 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0.10004296768396183 67:0.5660501279322816 68:0.5 69:0.5357430314204298 70:0.5654343853748066 71:0.657338749841547 72:0.6727381017529414 73:0.5234665435026907 74:0.5777904972740775 75:0.6913237939886325 76:0.6547956927237909 77:0.7336771055118949 78:0.6647171876899333 79:0.5757218491573359 80:0.6449312485322867 81:0.5566769735591669 82:0.6847621007541346 83:1 84:0.6547956927237909 85:0.6478828400653969 86:1 87:0.7237632689209111 88:0.7144091500329147 89:0.6940606718914806 90:0.752821150512001 
0 1:1 2:0 3:0 4:1 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:0 20:0 21:0.00010006003602161297 22:0 23:1 24:0 25:0 26:1 27:1 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:1 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:1 68:0.560278652708901 69:0.6939868462322076 70:0.5782952702151545 71:0.7039633774184608 72:0.7053302320717456 73:0.5 74:0.5378998702295655 75:1 76:0.530448783464181 77:0.7359285586757711 78:0.6267550014516486 79:0.572184855602191 80:1 81:0.5200612429987673 82:0.6341557990370253 83:0.5 84:0.6825946469196355 85:0.6825946469196355 86:0.6864077614555419 87:1 88:0.5519678770603851 89:0.7105173217417264 90:0.7360916687841034 
0 1:1 2:0 3:0 4:1 5:0 6:0 7:0 8:0 9:0 10:1 11:1 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:0 20:0 21:0.00010011012113324657 22:0 23:1 24:0 25:0 26:1 27:1 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:1 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:1 68:0.560278652708901 69:0.6939868462322076 70:0.5782952702151545 71:0.7039633774184608 72:0.7053302320717456 73:0.5 74:0.5378998702295655 75:1 76:0.530448783464181 77:0.7359285586757711 78:0.6267550014516486 79:0.572184855602191 80:1 81:0.5200612429987673 82:0.6341557990370253 83:0.5 84:0.6825946469196355 85:0.6825946469196355 86:0.6864077614555419 87:1 88:0.5519678770603851 89:0.7105173217417264 90:0.7360916687841034 
0 1:1 2:0 3:0 4:1 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:0 20:0 21:0.00010005002501250626 22:0 23:1 24:0 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:1 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:1 68:0.560278652708901 69:0.6939868462322076 70:0.5782952702151545 71:0.7039633774184608 72:0.7053302320717456 73:0.5 74:0.5378998702295655 75:1 76:0.530448783464181 77:0.7359285586757711 78:0.6267550014516486 79:0.572184855602191 80:1 81:0.5200612429987673 82:0.6341557990370253 83:0.5 84:0.6825946469196355 85:0.6825946469196355 86:0.6864077614555419 87:1 88:0.5519678770603851 89:0.7105173217417264 90:0.7360916687841034 
0 1:1 2:0 3:0 4:1 5:0 6:0 7:0 8:0 9:1 10:0 11:0 12:1 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:0 20:0 21:0.00010006003602161297 22:0 23:1 24:0 25:0 26:1 27:1 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:1 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:1 68:0.560278652708901 69:0.6939868462322076 70:0.5782952702151545 71:0.7039633774184608 72:0.7053302320717456 73:0.5 74:0.5378998702295655 75:1 76:0.530448783464181 77:0.7359285586757711 78:0.6267550014516486 79:0.572184855602191 80:1 81:0.5200612429987673 82:0.6341557990370253 83:0.5 84:0.6825946469196355 85:0.6825946469196355 86:0.6864077614555419 87:1 88:0.5519678770603851 89:0.7105173217417264 90:0.7360916687841034 
